7.04891,0.581741
1.48232,0.909282
1.36599,0.761615
2.73746,1.01565
1.67172,0.872635
5.18318,0.974507
2.90988,0.951397
3.22617,0.961608
4.50043,0.838321
1.76378,0.808852
12.4522,0.263339
3.76119,0.477059
3.0508,1.03266
1.57903,0.795144
2.2498,0.953581
3.28626,0.520611
4.69906,0.48069
3.39367,1.10291
11.3469,0.653393
3.90783,1.05905
3.59907,0.665507
2.91869,1.05598
4.76379,1.09093
9.00643,0.887314
2.44295,0.606724
17.4421,0.833029
13.5037,0.351065
12.5562,0.280236
3.67188,0.75323
1.36202,0.805831
5.10544,0.971462
1.91771,0.7689
2.32267,1.02457
3.14469,1.0179
2.55563,0.896525
16.947,0.827098
17.6573,0.903467
10.5732,0.615576
14.3159,0.496455
2.99314,0.894966
1.53705,0.747216
1.31598,0.836872
9.38702,1.04517
5.73249,0.750447
149.804,1.02
3.53661,1.08424
1.2873,0.813821
4.76378,1.12463
2.54302,1.00741
2.6936,1.03383
2.90236,1.00547
2.60525,0.659037
20.9297,0.39245
1.33638,0.796529
15.7631,0.589839
3.41335,0.610476
2.68672,0.640381
13.3377,0.345929
2.67507,0.587252
2.22442,0.721776
1.79268,0.567677
8.50225,1.00858
1.8038,0.7533
1.90418,0.646587
4.1719,0.63871
3.99136,0.548284
14.6791,0.466675
12.4123,0.454847
11.9946,0.512795
2.59272,0.777964
3.56289,0.753904
1.71866,0.654008
2.90431,0.870946
4.24194,1.00562
1.88336,0.67988
4.12311,1
3.28354,0.863859
2.10076,0.763332
2.1978,0.861229
3.83748,0.77
16.3717,0.510036
3.17214,0.906464
6.08276,0.914286
16.8275,1.13665
3.54591,0.53001
1.84844,0.802614
2.46858,0.794245
8.15551,0.873694
2.70511,0.882404
42.8417,0.866157
3.44419,0.609622
3.13204,0.795607
2.36928,0.643237
5.45499,1.01988
4.01308,0.970407
1.28695,0.622497
13.9123,0.428314
2.3718,0.787438
10.8748,0.286132
10.0867,0.393144
2.53248,0.526861
7.89616,0.995007
3.07154,0.631947
10.341,0.366134
1.68565,0.690663
15.3785,0.849825
2.52163,0.747042
15.212,0.303902
2.14735,0.935456
3.05363,1.00385
10.2901,0.363216
15.5619,0.319231
4.74936,0.496443
3.22637,0.782909
23.1945,0.841132
70.9932,0.928784
15.3436,0.278893
9.01388,1.12341
3.2369,0.905631
2.40708,0.729147
3.25656,0.996057
1.31986,0.809349
2.51288,0.707652
1.3931,0.862912
2.56876,0.823369
13.8459,0.624453
1.47986,0.605752
2.66933,1.05511
2.74906,0.505979
3.30375,0.771292
2.70843,0.484408
8.32458,0.987989
13.954,0.584147
2.90122,0.507337
13.1998,0.367439
6.90069,0.254448
4.18085,0.816222
2.36334,0.580543
4.049,1.0311
16.9263,0.633856
2.78958,0.695593
2.89682,0.557005
5.5311,0.439525
23.6862,0.768048
6.76776,0.765076
3.65778,0.553979
6.79945,0.686593
2.76346,0.693548
2.54773,0.768687
11.4151,1.12029
3.48515,1.0689
25.6448,0.702795
1.7201,0.911559
4.4247,1.16873
3.39422,0.87884
2.93339,1.04898
12.9543,0.440378
3.69729,0.512869
1.69771,1.07146
27.5226,0.470054
2.24157,0.751582
4.7245,1.01169
2.12132,1.02017
2.26292,0.818464
15.8106,0.625307
27.6433,0.261646
3.77107,0.854313
2.25667,0.973281
2.31121,0.618017
2.17043,0.674156
1.9802,0.904904
14.7054,1.14339
5.23185,0.845275
2.55123,0.735816
2.1665,0.860773
4.1164,0.963921
3.32611,0.960526
11.8142,0.650227
17.6814,0.78373
19.285,0.646529
15.3197,0.344295
40.4837,0.910268
4.441,0.682314
2.29046,0.842274
9.32142,1.10247
2.26822,0.608872
1.82409,0.68107
1.8834,0.85126
2.27311,0.798849
5.25144,0.738649
3.40741,0.582271
4.01102,0.938218
